name_q,name_c,ID_q,ID_c,Score,combination
Google Maps,Google Wave,0,405,1,2
Google Maps,Google Webmaster Tools,0,406,1,16
Google Maps,Google Street View Image,0,407,1,10
Google Maps,Gowalla,0,409,1,10
Google Maps,Groupon,0,411,1,4
Google Maps,Gruvr,0,413,1,6
Google Maps,Hello Salut,0,417,1,2
Google Maps,Amazon Marketplace Web Service,0,418,1,4
Google Maps,hiogi,0,423,1,2
Google Maps,hostip.info,0,428,1,18
Google Maps,Hotelsbase,0,429,1,2
Google Maps,indeed,0,441,1,28
Google Maps,Instagram,0,445,1,18
Google Maps,IP2Location,0,449,1,4
Google Maps,IP-API.com Geolocation,0,450,1,2
Google Maps,iRail,0,451,1,2
Google Maps,Findory,0,453,1,2
Google Maps,Janrain Engage,0,455,1,4
Google Maps,SimpleAPI,0,456,1,2
Google Maps,Jigsaw,0,458,1,2
Google Maps,Layar,0,469,1,4
Google Maps,LinkedIn,0,472,1,18
Google Maps,LinkShare,0,473,1,4
Google Maps,Loxcel,0,477,1,8
Google Maps,Yahoo GeoPlanet,0,482,1,2
Google Maps,LiveVideo,0,484,1,2
Google Maps,MapLarge,0,486,1,8
Google Maps,MapQuest,0,488,1,6
Google Maps,MetaCarta,0,495,1,2
Google Maps,Mixpanel,0,498,1,2
Google Maps,MongoLab,0,499,1,2
Google Maps,Movieclips.com,0,501,1,2
Google Maps,MyBlogLog,0,505,1,2
Google Maps,Naver,0,508,1,2
Google Maps,Nestoria,0,510,1,4
Google Maps,Ning,0,517,1,2
Google Maps,HotelsCombined,0,518,1,12
Google Maps,NOAA National Weather Service (NWS),0,519,1,20
Google Maps,Zixxo,0,524,1,2
Google Maps,Microsoft MapPoint,0,525,1,2
Google Maps,HotOrNot,0,527,1,4
Google Maps,FeedMap,0,529,1,2
Google Maps,Rrove,0,532,1,2
Google Maps,Google Search,0,534,1,74
Google Maps,Jaiku,0,535,1,4
Google Maps,Google Mashup Editor,0,536,1,12
Google Maps,Brightkite,0,537,1,8
Google Maps,Orkut,0,539,1,4
Google Maps,Google Notebook,0,544,1,2
Google Maps,OpenSocial,0,546,1,2
Google Maps,Fire Eagle,0,547,1,14
Google Maps,Clickatell,0,554,1,2
Google Maps,Multimap,0,555,1,2
Google Maps,Formstack,0,556,1,2
Google Maps,Open Weather Map,0,560,1,4
Google Maps,Amazon A9 OpenSearch,0,562,1,2
Google Maps,OpenStreetMap,0,563,1,22
Google Maps,Widgetbox,0,565,1,4
Google Maps,Pachube,0,566,1,2
Google Maps,PaperBack Swap,0,567,1,2
Google Maps,PayPal,0,571,1,10
Google Maps,Ping.fm,0,579,1,2
Google Maps,Pinterest,0,581,1,4
Google Maps,Pixagogo,0,582,1,2
Google Maps,Plazes,0,585,1,2
Google Maps,Wiki-Data,0,597,1,2
Google Maps,StrikeIron IP Address Lookup,0,606,1,4
Google Maps,QuickBlox,0,607,1,4
Google Maps,QuickFuse,0,608,1,2
Google Maps,Readmill,0,611,1,4
Google Maps,RealtyBaron Answers,0,612,1,2
Google Maps,reCAPTCHA,0,613,1,2
Google Maps,Revver,0,618,1,4
Google Maps,Rhapsody,0,619,1,2
Google Maps,RunKeeper Health Graph,0,628,1,2
Google Maps,Salesforce.com,0,629,1,10
Google Maps,Scribble Maps,0,631,1,4
Google Maps,Hotwire Travel-Ticker Deals,0,633,1,2
Google Maps,SmashFly,0,642,1,2
Google Maps,ShareThis,0,643,1,4
Google Maps,Sina Weibo,0,647,1,2
Google Maps,Amazon S3,0,648,1,44
Google Maps,SoundCloud,0,655,1,4
Google Maps,Spotify Metadata,0,660,1,2
Google Maps,Strava,0,664,1,2
Google Maps,SeeqPod,0,666,1,2
Google Maps,MailChimp,0,669,1,2
Google Maps,8coupons,0,681,1,4
Google Maps,Google AJAX Libraries,0,686,1,60
Google Maps,Alexa Web Information Service,0,687,1,6
Google Maps,Amazon EC2,0,689,1,14
Google Maps,Beer Mapping,0,695,1,2
Google Maps,Biodiversity Heritage Library,0,699,1,2
Google Maps,Blogger,0,700,1,16
Google Maps,BooRah Restaurant Search,0,702,1,2
Google Maps,Google Calendar,0,703,1,24
Google Maps,CityGrid,0,707,1,18
Google Maps,CloudMade,0,709,1,4
Google Maps,Commission Junction,0,710,1,4
Google Maps,Currencies Exchange Rates,0,712,1,2
Google Maps,Dailyplaces,0,713,1,2
Google Maps,YouTube,0,714,1,282
Google Maps,Dipity,0,717,1,2
Google Maps,Facebook,0,726,1,198
Google Maps,Facebook Real-time Updates,0,728,1,4
Google Maps,Faviconz,0,730,1,2
Google Maps,Fizber Neighborhoods,0,731,1,2
Google Maps,Flickr,0,732,1,288
Google Maps,FriendFeed,0,735,1,6
Google Maps,Yahoo Geocoding,0,740,1,118
Google Maps,Google AdSense,0,742,1,92
Google Maps,Google AdWords,0,743,1,28
Google Maps,Google Ajax Search,0,744,1,88
Google Maps,Google Base,0,746,1,52
Google Maps,Google Chart,0,748,1,64
Google Maps,Google Civic Information,0,749,1,2
Google Maps,Google Directions,0,750,1,12
Google Maps,Google Distance Matrix,0,751,1,6
Google Maps,Google Earth,0,752,1,72
Google Maps,Google Maps Elevation,0,753,1,24
Google Maps,Google Email Settings,0,754,1,2
Google Maps,Google Font,0,756,1,2
Google Maps,Google Friend Connect,0,757,1,8
Google Maps,Google Gears Geolocation,0,758,1,12
Google Maps,Google Geocoding,0,759,1,60
Google Maps,Google In-App Payments,0,761,1,2
Google Maps,Google Latitude,0,762,1,12
Google Maps,Google Maps Flash,0,763,1,22
Google Maps,Google Maps Data,0,764,1,70
Google Maps,Google Mirror,0,765,1,2
Google Maps,Google OpenID,0,766,1,10
Google Maps,Google Places,0,767,1,28
Google Maps,Google Sites,0,769,1,2
Google Maps,Google Visualization,0,771,1,20
Google Maps,Google Website Optimizer,0,772,1,2
Google Maps,Guardian,0,774,1,2
Google Maps,Imeem,0,778,1,2
Google Maps,IP Location,0,782,1,8
Google Maps,Kiva,0,786,1,6
Google Maps,Gecko Landmarks,0,787,1,2
Google Maps,Last.fm,0,788,1,48
Google Maps,Livekick,0,792,1,2
Google Maps,Bing Maps,0,797,1,14
Google Maps,Mobypicture,0,801,1,2
Google Maps,MSN Messenger,0,802,1,4
Google Maps,MusicBrainz,0,803,1,4
Google Maps,MySpace,0,805,1,14
Google Maps,National Weather Service NDFD,0,806,1,2
Google Maps,Netflix,0,808,1,6
Google Maps,New York Times Article Search,0,809,1,8
Google Maps,New York Times Movie Reviews,0,812,1,2
Google Maps,NPR,0,813,1,2
Google Maps,Open Government Data Initiative,0,816,1,2
Google Maps,OpenSecrets,0,818,1,2
Google Maps,Outside.in,0,821,1,2
Google Maps,RapLeaf,0,824,1,6
Google Maps,Qype,0,827,1,2
Google Maps,Yahoo Related Suggestions,0,829,1,2
Google Maps,PeekYou Social Analytics,0,836,1,2
Google Maps,TomTom Geocoding,0,840,1,2
Google Maps,San Francisco Crimespotting,0,844,1,2
Google Maps,FlightStats,0,847,1,2
Google Maps,Shizzow,0,856,1,6
Google Maps,Shopzilla,0,858,1,2
Google Maps,Microsoft Silverlight Streaming,0,859,1,4
Google Maps,Skype,0,861,1,10
Google Maps,StrikeIron Super Data Pack,0,866,1,2
Google Maps,Telize,0,867,1,2
Google Maps,Yahoo Term Extraction,0,868,1,8
Google Maps,TFL Cycle Hire,0,869,1,2
Google Maps,Tixik,0,870,1,2
Google Maps,TripIt,0,872,1,2
Google Maps,AOL Video,0,873,1,8
Google Maps,TwitPic,0,876,1,6
Google Maps,Twitter,0,877,1,338
Google Maps,Twittervision,0,878,1,4
Google Maps,USPS Track & Confirm,0,880,1,10
Google Maps,UK Street Level Crime,0,883,1,2
Google Maps,Wikipedia,0,887,1,56
Google Maps,Upcoming.org,0,888,1,34
Google Maps,BBC,0,889,1,20
Google Maps,UPS Shipping,0,890,1,6
Google Maps,ViaMichelin,0,894,1,4
Google Maps,Vimeo,0,895,1,12
Google Maps,WatchMouse,0,896,1,4
Google Maps,WikiLocation,0,897,1,2
Google Maps,Yahoo Image Search,0,901,1,6
Google Maps,Yahoo Mail,0,902,1,4
Google Maps,Yahoo PlaceFinder,0,903,1,4
Google Maps,Yahoo Query Language,0,904,1,10
Google Maps,Yahoo Weather,0,906,1,4
Google Maps,Yahoo Local Search,0,907,1,54
Google Maps,Yahoo Map Image,0,908,1,8
Google Maps,Yelp,0,910,1,68
Google Maps,Zemanta,0,911,1,4
Google Maps,Zillow,0,912,1,18
Google Maps,MapQuest Open Directions,0,917,1,2
Google Maps,JSON Tools,0,918,1,2
Google Maps,Barcelona Bicing,0,919,1,2
Google Maps,Data.gov.uk,0,921,1,2
Google Maps,Thrutu,0,924,1,2
Google Maps,Ticketfly,0,925,1,2
Google Maps,TourCMS Marketplace,0,929,1,2
Google Maps,Tropo,0,934,1,4
Google Maps,True Knowledge,0,935,1,2
Google Maps,Trulia,0,936,1,2
Google Maps,Trynt,0,937,1,4
Google Maps,Tweetmeme,0,940,1,2
Google Maps,TweetPhoto,0,941,1,2
Google Maps,Twilio SMS,0,945,1,4
Google Maps,Twilio,0,946,1,4
Google Maps,FCC,0,952,1,2
Google Maps,Urban Mapping Mapfluence,0,956,1,6
Google Maps,Urban Mapping Neighborhoods,0,957,1,2
Google Maps,Riya,0,961,1,2
Google Maps,Echo Nest,0,968,1,6
Google Maps,Google App Engine,0,972,1,50
Google Maps,Howcast,0,974,1,4
Google Maps,Hyves,0,975,1,2
Google Maps,MapMyRun,0,981,1,2
Google Maps,MTV,0,983,1,2
Google Maps,Science Museum,0,985,1,2
Google Maps,Thumbalizr,0,991,1,2
Google Maps,Tiny GeoCoder,0,993,1,2
Google Maps,tr.im,0,994,1,2
Google Maps,Viddler,0,999,1,2
Google Maps,Yahoo Video Search,0,1000,1,6
Google Maps,UserVoice,0,1001,1,2
Google Maps,Panoramio,0,1005,1,78
Google Maps,Vast,0,1008,1,12
Google Maps,Veoh,0,1009,1,2
Google Maps,Viator,0,1011,1,2
Google Maps,VideoSurf,0,1012,1,2
Google Maps,Walk Score,0,1017,1,10
Google Maps,SimpleGeo,0,1019,1,2
Google Maps,geocoder.ca,0,1020,1,12
Google Maps,Weather Underground (Wunderground),0,1021,1,2
Google Maps,WeatherBug,0,1022,1,20
Google Maps,Omgili,0,1023,1,2
Google Maps,Amazon Product Advertising,0,1028,1,86
Google Maps,LyricWiki,0,1031,1,2
Google Maps,Google Analytics,0,1035,1,36
Google Maps,Google Ajax Feeds,0,1036,1,32
Google Maps,Google AJAX Language,0,1037,1,12
Google Maps,New York Times Congress,0,1038,1,2
Google Maps,Shopping.com,0,1039,1,2
Google Maps,New York Times Newswire,0,1040,1,2
Google Maps,World Time Engine,0,1041,1,4
Google Maps,Wolfram Alpha,0,1043,1,2
Google Maps,WordPress.org,0,1047,1,4
Google Maps,World Weather Online,0,1048,1,8
Google Maps,Yahoo Maps,0,1051,1,54
Google Maps,Yahoo Placemaker,0,1052,1,4
Google Maps,Yahoo Search,0,1055,1,28
Google Maps,Yahoo Widgets,0,1056,1,4
Google Maps,Yahoo Geo Location,0,1057,1,2
Google Maps,Yellow,0,1059,1,4
Google Maps,Yipit,0,1062,1,6
Google Maps,Your Mapper,0,1065,1,8
Google Maps,US Yellow Pages,0,1066,1,2
Google Maps,Norway Weather,0,1067,1,4
Google Maps,ZeeMaps,0,1071,1,2
Google Maps,Zendesk Core,0,1072,1,2
123ContactForm,123 Shop Pro,2,1,1,2
123ContactForm,1Map,2,3,1,2
123ContactForm,18amail,2,39,1,2
1Map,123 Shop Pro,3,1,1,2
1Map,18amail,3,39,1,2
30 Boxes,Amazon EC2,5,689,1,2
43Things,BackType,6,58,1,2
43Things,Smugmug,6,193,1,2
43Things,Vodpod,6,594,1,4
43Things,ShareThis,6,643,1,2
43Things,12seconds.tv,6,679,1,2
43Things,Yahoo Geocoding,6,740,1,4
43Things,Google Ajax Search,6,744,1,2
43Things,Yahoo Related Suggestions,6,829,1,2
43Things,Twitter,6,877,1,4
43Things,BBC,6,889,1,2
500px,Google Ajax Search,7,744,1,2
8tracks,Yahoo BOSS,8,84,1,2
8tracks,CrunchBase,8,120,1,2
8tracks,foursquare,8,187,1,2
8tracks,Movieclips.com,8,501,1,2
8tracks,CityGrid,8,707,1,2
8tracks,Netflix,8,808,1,2
8tracks,Vimeo,8,895,1,2
AOL Instant Messenger,Google Talk,10,192,1,4
AOL Instant Messenger,Yahoo Messenger,10,200,1,6
AOL Instant Messenger,Zvents,10,335,1,2
AOL Instant Messenger,Yahoo Traffic,10,347,1,2
AOL Instant Messenger,WebThumb,10,361,1,2
AOL Instant Messenger,NOAA National Weather Service (NWS),10,519,1,2
AOL Instant Messenger,Zixxo,10,524,1,2
AOL Instant Messenger,Google Search,10,534,1,2
AOL Instant Messenger,Pushover,10,604,1,2
AOL Instant Messenger,Rhapsody,10,619,1,2
AOL Instant Messenger,YouTube,10,714,1,2
AOL Instant Messenger,Facebook,10,726,1,2
AOL Instant Messenger,Flickr,10,732,1,2
AOL Instant Messenger,Yahoo Geocoding,10,740,1,2
AOL Instant Messenger,MSN Messenger,10,802,1,6
AOL Instant Messenger,Skype,10,861,1,2
AOL Instant Messenger,StrikeIron Super Data Pack,10,866,1,2
AOL Instant Messenger,Twitter,10,877,1,2
AOL Instant Messenger,Upcoming.org,10,888,1,2
AOL Instant Messenger,Yahoo Local Search,10,907,1,2
AOL Instant Messenger,Yahoo Search,10,1055,1,2
iTunes and iTunes Connect,8tracks,11,8,1,2
iTunes and iTunes Connect,Bandsintown,11,59,1,2
iTunes and iTunes Connect,Bing,11,68,1,2
iTunes and iTunes Connect,Yahoo BOSS,11,84,1,2
iTunes and iTunes Connect,ChartLyrics Lyric,11,101,1,2
iTunes and iTunes Connect,CrunchBase,11,120,1,2
iTunes and iTunes Connect,Facebook Social Plugins,11,167,1,2
iTunes and iTunes Connect,foursquare,11,187,1,2
iTunes and iTunes Connect,Weather Channel,11,276,1,2
iTunes and iTunes Connect,Digg,11,298,1,2
iTunes and iTunes Connect,Lyricsfly,11,338,1,2
iTunes and iTunes Connect,Gravatar,11,410,1,2
iTunes and iTunes Connect,Amazon Marketplace Web Service,11,418,1,2
iTunes and iTunes Connect,LangId,11,467,1,2
iTunes and iTunes Connect,LinkedIn,11,472,1,2
iTunes and iTunes Connect,Movieclips.com,11,501,1,2
iTunes and iTunes Connect,Rovi Cloud Services,11,626,1,4
iTunes and iTunes Connect,Spotify Metadata,11,660,1,4
iTunes and iTunes Connect,Amazon EC2,11,689,1,2
iTunes and iTunes Connect,CityGrid,11,707,1,2
iTunes and iTunes Connect,YouTube,11,714,1,10
iTunes and iTunes Connect,Facebook,11,726,1,6
iTunes and iTunes Connect,Flickr,11,732,1,2
iTunes and iTunes Connect,Google AdSense,11,742,1,2
iTunes and iTunes Connect,Google OpenID,11,766,1,2
iTunes and iTunes Connect,Last.fm,11,788,1,16
iTunes and iTunes Connect,MusicBrainz,11,803,1,2
iTunes and iTunes Connect,MusixMatch,11,804,1,2
iTunes and iTunes Connect,Netflix,11,808,1,4
iTunes and iTunes Connect,Twitter,11,877,1,2
iTunes and iTunes Connect,Vimeo,11,895,1,2
iTunes and iTunes Connect,Yahoo Music,11,909,1,2
iTunes and iTunes Connect,Yelp,11,910,1,2
iTunes and iTunes Connect,Howcast,11,974,1,2
iTunes and iTunes Connect,LyricWiki,11,1031,1,2
Ustream.TV,LiveVideo,13,484,1,2
Ustream.TV,Google Search,13,534,1,2
Ustream.TV,Yahoo Live,13,550,1,2
Ustream.TV,YouTube,13,714,1,2
Ustream.TV,Flickr,13,732,1,2
Ustream.TV,Google Chart,13,748,1,2
Ustream.TV,Mobypicture,13,801,1,2
Ustream.TV,Twitter,13,877,1,2
Ustream.TV,Vimeo,13,895,1,2
Actual Reports,Shopify,14,645,1,2
AddThis Analytics,Oodle,15,259,1,2
AddThis Analytics,CityGrid,15,707,1,2
AddThis Menu,foursquare,16,187,1,2
AddThis Menu,Google Single SignOn,16,274,1,2
AddThis Menu,Get Satisfaction,16,304,1,2
AddThis Menu,Google Static Maps,16,310,1,2
AddThis Menu,Aviary Suite,16,693,1,2
AddThis Menu,Blogger,16,700,1,2
AddThis Menu,Google AdSense,16,742,1,4
AddThis Menu,Google Font,16,756,1,2
AddThis Menu,Google OpenID,16,766,1,2
AddThis Menu,Outside.in,16,821,1,2
AddThis Menu,Twitter,16,877,1,4
AddThis Sharing Endpoints,Bing,17,68,1,2
AddThis Sharing Endpoints,Calais,17,272,1,2
AddThis Sharing Endpoints,Janrain Engage,17,455,1,2
AddThis Sharing Endpoints,Flickr,17,732,1,2
AddThis Sharing Endpoints,New York Times Article Search,17,809,1,2
AddThis Sharing Endpoints,Twitter,17,877,1,4
AddThis Sharing Endpoints,Wikipedia,17,887,1,2
AddThis Sharing Endpoints,Thumbalizr,17,991,1,2
AddThis Services,Twitter,18,877,1,2
After the Deadline,Yahoo BOSS,20,84,1,2
After the Deadline,Yahoo Query Language,20,904,1,2
Agendize Action,Google Distance Matrix,21,751,1,2
aideRSS,Google AdSense,22,742,1,2
aideRSS,Google AdWords,22,743,1,2
aideRSS,Google Ajax Search,22,744,1,2
aideRSS,Google App Engine,22,972,1,2
AlchemyAPI,Saplo Text Analysis,23,380,1,2
AlchemyAPI,Twitter,23,877,1,2
Cafe Press,43Things,24,6,1,2
Cafe Press,Google Talk,24,192,1,2
Cafe Press,Smugmug,24,193,1,2
Cafe Press,Vodpod,24,594,1,2
Cafe Press,ShareThis,24,643,1,4
Cafe Press,12seconds.tv,24,679,1,2
Cafe Press,Google AdWords,24,743,1,2
Cafe Press,Google Ajax Search,24,744,1,2
Cafe Press,Google Base,24,746,1,2
Cafe Press,Yahoo Related Suggestions,24,829,1,2
Cafe Press,Moreover,24,832,1,4
Cafe Press,Twitter,24,877,1,4
Cafe Press,BBC,24,889,1,2
Cafe Press,Yahoo Video Search,24,1000,1,4
Amazon CloudWatch,Amazon EC2,26,689,1,4
Amazon CloudWatch,Twitter,26,877,1,2
Amazon DynamoDB,Amazon EC2,27,689,1,2
Amazon DynamoDB,Twilio,27,946,1,2
Amazon Fulfillment Web Service,Amazon Marketplace Web Service,29,418,1,2
Amazon Fulfillment Web Service,YouTube,29,714,1,2
Amazon RDS Relational Database Service,Amazon DynamoDB,30,27,1,2
Amazon RDS Relational Database Service,Amazon SES,30,31,1,2
Amazon RDS Relational Database Service,BlankSlate,30,78,1,2
Amazon RDS Relational Database Service,Twitter Streaming,30,381,1,2
Amazon RDS Relational Database Service,iSpeech Automated Speech Recognition,30,452,1,2
Amazon RDS Relational Database Service,Amazon A9 OpenSearch,30,562,1,2
Amazon RDS Relational Database Service,PayPal,30,571,1,2
Amazon RDS Relational Database Service,SendGrid,30,637,1,2
Amazon RDS Relational Database Service,Amazon S3,30,648,1,6
Amazon RDS Relational Database Service,Amazon EC2,30,689,1,12
Amazon RDS Relational Database Service,Facebook,30,726,1,2
Amazon RDS Relational Database Service,Google Base,30,746,1,2
Amazon RDS Relational Database Service,Google Chart,30,748,1,2
Amazon RDS Relational Database Service,Twitter,30,877,1,4
Amazon RDS Relational Database Service,Yahoo Query Language,30,904,1,2
Amazon RDS Relational Database Service,Zillow,30,912,1,2
Amazon RDS Relational Database Service,Twilio,30,946,1,4
Amazon RDS Relational Database Service,Urban Mapping Mapfluence,30,956,1,2
Amazon SES,eBay Finding,31,147,1,2
Amazon SES,Amazon Flexible Payments Service,31,302,1,2
Amazon SES,Yahoo Address Book,31,685,1,2
Amazon SES,Amazon EC2,31,689,1,2
Amazon SES,eBay Shopping,31,720,1,2
Amazon SES,Twitter,31,877,1,2
Amazon SES,Zillow,31,912,1,2
Amazon Queue Service,aideRSS,32,22,1,2
Amazon Queue Service,Amazon SimpleDB,32,207,1,2
Amazon Queue Service,Amazon Flexible Payments Service,32,302,1,2
Amazon Queue Service,Google Search,32,534,1,2
Amazon Queue Service,Amazon EC2,32,689,1,4
Amazon Queue Service,Google AdSense,32,742,1,2
Amazon Queue Service,Google AdWords,32,743,1,2
Amazon Queue Service,Google Ajax Search,32,744,1,2
Amazon Queue Service,Google App Engine,32,972,1,2
Amazon Queue Service,Google AJAX Language,32,1037,1,2
Amazon SNS,YouTube,33,714,1,2
Amazon SNS,Vimeo,33,895,1,2
Amazon SNS,iTunes & App Store Search,33,916,1,2
Amazonca,YouTube,34,714,1,2
Amazonca,Google Geocoding,34,759,1,2
Ambassador,Endicia Label Server,35,154,1,2
Ambassador,Payvment,35,572,1,2
Ambassador,Shopify,35,645,1,2
Ambassador,Volusion Shopping Cart,35,842,1,2
AMEE,foursquare,36,187,1,2
